erpid,year,month,region,inn,ogrn,organization_name,type_name,kind_knm,start_date,end_date,foiv,reasons,risk_category
78220041000101030894,2022,2,Санкт-Петербург,4705015780,1024701245073,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 9',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101041132,2022,4,Санкт-Петербург,4704076596,1084704001887,ЧАСТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ШКОЛА 'ЛУЖКИ',Плановое КНМ,Выездная проверка,2022-04-14,2022-04-27,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101031082,2022,2,Санкт-Петербург,4705016102,1024701244457,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД № 10 КОМБИНИРОВАННОГО ВИДА',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101027451,2022,1,Санкт-Петербург,4707012671,1024701426199,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 15 'ДЕТСКИЙ САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА С ПРИОРИТЕТНЫМ ОСУЩЕСТВЛЕНИЕМ ДЕЯТЕЛЬНОСТИ ПО ПОЗНАВАТЕЛЬНО-РЕЧЕВОМУ РАЗВИТИЮ ДЕТЕЙ' Г.КИНГИСЕППА,Плановое КНМ,Выездная проверка,2022-01-17,2022-01-28,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101028022,2022,2,Санкт-Петербург,7810422606,1167847050843,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'ЛАКИФИШ',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты государственной регистрации организации или гражданина в качестве индивидуального предпринимателя",2
78220041000101028097,2022,6,Санкт-Петербург,4720013441,1024702183901,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ЛЕБЯЖЕНСКИЙ ЦЕНТР ОБЩЕГО ОБРАЗОВАНИЯ',Плановое КНМ,Выездная проверка,2022-06-01,2022-06-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101033141,2022,4,Санкт-Петербург,4705016110,1024701244083,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД № 18 КОМБИНИРОВАННОГО ВИДА ',Плановое КНМ,Выездная проверка,2022-04-01,2022-04-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101033393,2022,6,Санкт-Петербург,7813054245,1027806860674,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 67 ПЕТРОГРАДСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,Плановое КНМ,Выездная проверка,2022-06-24,2022-07-07,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101033648,2022,6,Санкт-Петербург,4704101644,1174704004353,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС 'РАКЕТА',Плановое КНМ,Выездная проверка,2022-06-24,2022-07-07,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101033883,2022,6,Санкт-Петербург,7814623261,1147847325306,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'ДЕТСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ 'ЗЕЛЕНЫЙ ГОРОД' ИМЕНИ ТАМАРЫ ТРУШКОВСКОЙ',Плановое КНМ,Выездная проверка,2022-06-24,2022-07-07,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101036199,2022,5,Санкт-Петербург,4719018678,1024702088355,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД № 30 КОМБИНИРОВАННОГО ВИДА',Плановое КНМ,Выездная проверка,2022-05-04,2022-05-19,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101036250,2022,3,Санкт-Петербург,4703149587,1174704005376,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ 'МУРИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №3',Плановое КНМ,Выездная проверка,2022-03-14,2022-03-25,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты государственной регистрации организации или гражданина в качестве индивидуального предпринимателя",1
78220041000101036382,2022,3,Санкт-Петербург,4703156760,1184704008906,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ 'МУРИНСКИЙ ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 3',Плановое КНМ,Выездная проверка,2022-03-28,2022-04-08,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101036726,2022,5,Санкт-Петербург,4703144282,1167847156300,ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ 'ВОДОКАНАЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ',Плановое КНМ,Выездная проверка,2022-05-16,2022-05-27,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101034276,2022,5,Санкт-Петербург,4705016021,1024701244182,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД № 24 КОМБИНИРОВАННОГО ВИДА',Плановое КНМ,Выездная проверка,2022-05-04,2022-05-19,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101034416,2022,3,Санкт-Петербург,470203860222,309470231600021,Виктория Алексеевна Карачурина,Плановое КНМ,Выездная проверка,2022-03-01,2022-03-16,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101038223,2022,4,Санкт-Петербург,4713004848,1024701707623,ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ 'ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ ДОМ-ИНТЕРНАТ ВЕТЕРАНОВ ВОЙНЫ И ТРУДА',Плановое КНМ,Выездная проверка,2022-04-04,2022-04-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",3
78220041000101038610,2022,3,Санкт-Петербург,4704011461,1034700871061,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ГИМНАЗИЯ',Плановое КНМ,Выездная проверка,2022-03-16,2022-03-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040217,2022,3,Санкт-Петербург,4713005680,1024701706831,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СЛАНЦЕВСКИЙ ДЕТСКИЙ САД № 3 КОМБИНИРОВАННОГО  ВИДА',Плановое КНМ,Выездная проверка,2022-03-21,2022-04-01,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101039251,2022,4,Санкт-Петербург,4704045100,1024700872811,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 10',Плановое КНМ,Выездная проверка,2022-04-04,2022-04-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040282,2022,4,Санкт-Петербург,4704035751,1034700875340,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'КОРОБИЦЫНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-04-04,2022-04-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101039336,2022,6,Санкт-Петербург,4720014847,1024702185232,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'РУССКО-ВЫСОЦКАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-06-16,2022-06-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101039363,2022,7,Санкт-Петербург,4713005418,1024701707249,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'НОВОСЕЛЬСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-07-04,2022-07-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040338,2022,6,Санкт-Петербург,4713006700,1024701706864,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ 'СЛАНЦЕВСКАЯ ДЕТСКАЯ ХУДОЖЕСТВЕННАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-06-06,2022-06-20,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101039483,2022,6,Санкт-Петербург,4725009495,1204700019006,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'НОВОГОРЕЛОВСКАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-06-16,2022-06-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты государственной регистрации организации или гражданина в качестве индивидуального предпринимателя",1
78220041000101039487,2022,3,Санкт-Петербург,4704036515,1024700877178,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ПРИВЕТНЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-03-31,2022-04-13,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101039550,2022,7,Санкт-Петербург,4713005489,1024701706633,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ 'ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА' СЛАНЦЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,Плановое КНМ,Выездная проверка,2022-07-11,2022-07-22,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040384,2022,6,Санкт-Петербург,4713006740,1024701706875,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ 'СЛАНЦЕВСКАЯ ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-06-06,2022-06-20,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101039636,2022,6,Санкт-Петербург,4720014886,1024702182856,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ЯЛЬГЕЛЕВСКИЙ ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР',Плановое КНМ,Выездная проверка,2022-06-16,2022-06-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040568,2022,5,Санкт-Петербург,4713006972,1024701706644,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ОВСИЩЕНСКАЯ НАЧАЛЬНАЯ ШКОЛА-ДЕТСКИЙ САД',Плановое КНМ,Выездная проверка,2022-05-23,2022-06-03,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040501,2022,4,Санкт-Петербург,4704036360,1024700881259,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ВОЗРОЖДЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-04-14,2022-04-27,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040750,2022,3,Санкт-Петербург,4713007221,1024701708360,ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ 'СЛАНЦЕВСКИЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ГРАЖДАН ПОЖИЛОГО ВОЗРАСТА И ИНВАЛИДОВ 'НАДЕЖДА',Плановое КНМ,Выездная проверка,2022-03-14,2022-03-25,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",2
78220041000101039877,2022,4,Санкт-Петербург,4704035543,1024700881754,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ПОЛЯНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-04-04,2022-04-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040758,2022,4,Санкт-Петербург,4704038657,1034700878090,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ЛЕСОГОРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-04-14,2022-04-27,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101039885,2022,4,Санкт-Петербург,4703146811,1164704063006,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ 'МУРИНСКИЙ ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 1',Плановое КНМ,Выездная проверка,2022-04-18,2022-04-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101040933,2022,1,Санкт-Петербург,4707039578,1174704002637,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'МЕДИЦИНСКИЙ ЦЕНТР 'ВОЗРОЖДЕНИЕ',Плановое КНМ,Выездная проверка,2022-01-17,2022-01-28,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты начала осуществления организацией или индивидуальным предпринимателем отдельного вида предпринимательской деятельности, если такое начало требует подачи уведомления",1
78220041000101037342,2022,3,Санкт-Петербург,4703149202,1174704004221,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ 'СЕРТОЛОВСКИЙ ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 3',Плановое КНМ,Выездная проверка,2022-03-28,2022-04-08,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101037473,2022,3,Санкт-Петербург,4704011542,1024700880698,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА Г. П. СОВЕТСКИЙ',Плановое КНМ,Выездная проверка,2022-03-16,2022-03-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101037564,2022,2,Санкт-Петербург,7839031482,1157847125468,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'ЭКО ЛЭНД',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",2
78220041000101037722,2022,6,Санкт-Петербург,4725005187,1184704015759,АКЦИОНЕРНОЕ ОБЩЕСТВО 'ИНЖЕНЕРНО-ЭНЕРГЕТИЧЕСКИЙ КОМПЛЕКС',Плановое КНМ,Выездная проверка,2022-06-01,2022-06-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101037915,2022,6,Санкт-Петербург,4720014910,1024702182900,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'НАГОРНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-06-16,2022-06-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101042272,2022,1,Санкт-Петербург,4710008259,1034701559419,ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ 'ЛУЖСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ ДОМ РЕБЕНКА',Плановое КНМ,Выездная проверка,2022-01-10,2022-01-21,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101042355,2022,1,Санкт-Петербург,4710025712,1024701560751,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД № 4',Плановое КНМ,Выездная проверка,2022-01-10,2022-01-21,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101042480,2022,2,Санкт-Петербург,4710030783,1104710000680,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ  УЧРЕЖДЕНИЕ  'ДЕТСКИЙ САД № 1',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101052144,2022,6,Санкт-Петербург,4704035744,1034700879971,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'РОЩИНСКИЙ ЦЕНТР ОБРАЗОВАНИЯ',Плановое КНМ,Выездная проверка,2022-06-01,2022-06-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101044382,2022,8,Санкт-Петербург,7801037911,1027800012404,ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ СОТРУДНИКОВ САНКТ-ПЕТЕРБУРГСКОГО ГОСУДАРСТВЕННОГО УНИВЕРСИТЕТА ПРОФСОЮЗА РАБОТНИКОВ НАРОДНОГО ОБРАЗОВАНИЯ И НАУКИ РФ,Плановое КНМ,Выездная проверка,2022-08-01,2022-08-12,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101044901,2022,6,Санкт-Петербург,4704049680,1024700876705,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ГИМНАЗИЯ №11',Плановое КНМ,Выездная проверка,2022-06-01,2022-06-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101045355,2022,6,Санкт-Петербург,4704046312,1034700875351,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 1- ШКОЛА ОТЕЧЕСТВЕННОЙ КУЛЬТУРЫ',Плановое КНМ,Выездная проверка,2022-06-01,2022-06-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101045693,2022,6,Санкт-Петербург,4704044876,1024700878938,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 6',Плановое КНМ,Выездная проверка,2022-06-01,2022-06-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101046861,2022,6,Санкт-Петербург,4704034243,1024700878784,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 7',Плановое КНМ,Выездная проверка,2022-06-01,2022-06-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
